date,revenue,traded,reason
2025-09-01 00:00:00+02:00,328.7285,True,
2025-09-02 00:00:00+02:00,331.5249999999999,True,
2025-09-03 00:00:00+02:00,183.062,True,
2025-09-04 00:00:00+02:00,476.93699999999995,True,
2025-09-05 00:00:00+02:00,117.12799999999993,True,
2025-09-06 00:00:00+02:00,255.09049999999993,True,
2025-09-07 00:00:00+02:00,277.2575,True,
2025-09-08 00:00:00+02:00,487.66300000000007,True,
2025-09-09 00:00:00+02:00,363.28999999999996,True,
2025-09-10 00:00:00+02:00,215.51299999999995,True,
2025-09-11 00:00:00+02:00,220.1835,True,
2025-09-12 00:00:00+02:00,276.31000000000006,True,
2025-09-13 00:00:00+02:00,204.58950000000002,True,
2025-09-14 00:00:00+02:00,237.415,True,
2025-09-15 00:00:00+02:00,114.07499999999999,True,
2025-09-16 00:00:00+02:00,221.935,True,
2025-09-17 00:00:00+02:00,207.805,True,
2025-09-18 00:00:00+02:00,223.47349999999997,True,
2025-09-19 00:00:00+02:00,564.7825,True,
2025-09-20 00:00:00+02:00,236.838,True,
2025-09-21 00:00:00+02:00,206.8285,True,
2025-09-22 00:00:00+02:00,88.88199999999995,True,
2025-09-23 00:00:00+02:00,106.55600000000004,True,
2025-09-24 00:00:00+02:00,174.838,True,
2025-09-25 00:00:00+02:00,172.307,True,
2025-09-26 00:00:00+02:00,71.83950000000002,True,
2025-09-27 00:00:00+02:00,155.01600000000002,True,
2025-09-28 00:00:00+02:00,207.1115,True,
2025-09-29 00:00:00+02:00,447.2255,True,
2025-09-30 00:00:00+02:00,381.16349999999994,True,
2025-10-01 00:00:00+02:00,369.8155,True,
2025-10-02 00:00:00+02:00,166.78449999999998,True,
2025-10-03 00:00:00+02:00,152.60449999999997,True,
2025-10-04 00:00:00+02:00,8.349,True,
2025-10-05 00:00:00+02:00,56.087999999999994,True,
2025-10-06 00:00:00+02:00,244.27349999999998,True,
2025-10-07 00:00:00+02:00,259.4255,True,
2025-10-08 00:00:00+02:00,150.8485,True,
2025-10-09 00:00:00+02:00,67.26499999999999,True,
2025-10-10 00:00:00+02:00,54.36500000000001,True,
2025-10-11 00:00:00+02:00,120.3185,True,
2025-10-12 00:00:00+02:00,82.71450000000002,True,
2025-10-13 00:00:00+02:00,341.49199999999996,True,
2025-10-14 00:00:00+02:00,491.95449999999994,True,
2025-10-15 00:00:00+02:00,261.599,True,
2025-10-16 00:00:00+02:00,65.54150000000001,True,
2025-10-17 00:00:00+02:00,57.74049999999997,True,
2025-10-18 00:00:00+02:00,79.52100000000002,True,
2025-10-19 00:00:00+02:00,126.826,True,
2025-10-20 00:00:00+02:00,97.48850000000004,True,
2025-10-21 00:00:00+02:00,153.413,True,
2025-10-22 00:00:00+02:00,318.394,True,
2025-10-23 00:00:00+02:00,61.76399999999998,True,
